aifi_cell_type,fg,bg,direction,feature,tf_gene,Enrichment,nomP,adjP,mlog10Padj,mlog10p,BackgroundProporition,nBackground,BackgroundFrequency,CompareProportion,nCompare,CompareFrequency,timepoint,tf_adjP,tf_logFC,tf_direction,cell_type_label,cell_type_color,cell_type_xpos,cell_type_ypos,color
t_cd8_naive,lenalidomide,dmso,up,BBX_753,BBX,0.736691759645114,0.774640144753754,1,0,0.1109,0.0117695360613111,73070,860,0.00867052023121387,346,3,24,0.712704841098429,0.0657792800055086,up,CD8 Naive,#8DC63F,5,3,gray60
t_cd8_naive,lenalidomide,dmso,up,LEF1_760,LEF1,1.62658514324723,0.000113762728582343,0.00102386455724109,2.98975749056068,3.944,0.106610099904201,73070,7790,0.173410404624277,346,60,24,0.569142852199157,-0.099099844970767,dn,CD8 Naive,#8DC63F,5,3,gray60
t_cd8_naive,lenalidomide,dmso,up,TCF7L2_762,TCF7L2,1.58262118628796,0.000836950937171159,0.00753255843454043,2.12305749056068,3.0773,0.0913097030244971,73070,6672,0.144508670520231,346,50,24,0.819127543490144,-0.0217555045011462,dn,CD8 Naive,#8DC63F,5,3,gray60
t_cd8_naive,lenalidomide,dmso,up,STAT1_773,STAT1,1.84862726203081,5.9456590329584e-07,5.35109312966256e-06,5.27155749056067,6.2258,0.104748870945669,73070,7654,0.19364161849711,346,67,24,0.0343514853979734,0.264885199601057,up,CD8 Naive,#8DC63F,5,3,orangered
t_cd8_naive,lenalidomide,dmso,up,STAT5A_774,STAT5A,1.4445485387683,0.0174140585370833,0.15672652683375,0.804857490560675,1.7591,0.0720268235938142,73070,5263,0.104046242774566,346,36,24,0.781512509095265,-0.00603414953280193,dn,CD8 Naive,#8DC63F,5,3,gray60
t_cd8_naive,lenalidomide,dmso,up,STAT4_775,STAT4,1.61399448811138,0.00228717818453152,0.0205846036607837,1.68645749056068,2.6407,0.0698371424661284,73070,5103,0.11271676300578,346,39,24,0.787149093528677,0.0569338571215574,up,CD8 Naive,#8DC63F,5,3,gray60
t_cd8_naive,lenalidomide,dmso,up,STAT6_776,STAT6,1.67895228419335,4.89553319813954e-06,4.40597987832559e-05,4.35595749056067,5.3102,0.12738469960312,73070,9308,0.213872832369942,346,74,24,0.767165830977281,0.0594621986953923,up,CD8 Naive,#8DC63F,5,3,gray60
t_cd8_naive,lenalidomide,dmso,up,STAT3_777,STAT3,1.71451716226685,1.54988687314018e-05,0.000139489818582617,3.85545749056068,4.8097,0.10619953469276,73070,7760,0.182080924855491,346,63,24,0.535786638312309,0.0986713435088084,up,CD8 Naive,#8DC63F,5,3,gray60
t_cd8_naive,lenalidomide,dmso,up,STAT2_778,STAT2,1.23943748758115,0.0102070443076658,0.0918633987689926,1.03685749056068,1.9911,0.228520596688107,73070,16698,0.283236994219653,346,98,24,0.137467712808778,0.0930486500269612,up,CD8 Naive,#8DC63F,5,3,gray60
t_cd8_naive,lenalidomide,dmso,up,STAT5B_779,STAT5B,1.47602399154702,0.00981747943019984,0.0883573148717986,1.05375749056068,2.008,0.0763651293280416,73070,5580,0.11271676300578,346,39,24,0.685214231958408,-0.0255702187793772,dn,CD8 Naive,#8DC63F,5,3,gray60
t_cd8_naive,lenalidomide,dmso,up,TBP_793,TBP,1.03085630445126,0.472933414918652,1,0,0.3252,0.0616805802654988,73070,4507,0.0635838150289017,346,22,24,0.858334175941505,-0.0281328376616071,dn,CD8 Naive,#8DC63F,5,3,gray60
t_cd8_naive,lenalidomide,dmso,up,NFYC_800,NFYC,0.938979257106275,0.651028498434861,1,0,0.1864,0.0677158888736828,73070,4948,0.0635838150289017,346,22,24,0.732163200991971,0.00686466018484658,up,CD8 Naive,#8DC63F,5,3,gray60
t_cd8_naive,lenalidomide,dmso,up,CBFB_801,CBFB,1.49396736094609,0.00206728331753761,0.0186055498578385,1.73035749056068,2.6846,0.102531818803887,73070,7492,0.153179190751445,346,53,24,0.46110843710905,-0.097000899090432,dn,CD8 Naive,#8DC63F,5,3,gray60
t_cd8_naive,lenalidomide,dmso,up,HLTF_802,HLTF,1.26242083491705,0.0924059635637681,0.831653672073913,0.0800574905606751,1.0343,0.0801286437662515,73070,5855,0.101156069364162,346,35,24,0.932341281388613,0.0239991992735807,up,CD8 Naive,#8DC63F,5,3,gray60
t_cd8_naive,lenalidomide,dmso,up,ENO1_803,ENO1,0.987999864787209,0.554753434951769,1,0,0.2559,0.0585055426303545,73070,4275,0.0578034682080925,346,20,24,0.649579075633893,-0.0818690283192013,dn,CD8 Naive,#8DC63F,5,3,gray60
t_cd8_naive,lenalidomide,dmso,up,EP300_804,EP300,1.24355542385539,0.111506452690206,1,0,0.9527,0.0790201176953606,73070,5774,0.0982658959537572,346,34,24,0.977509525243994,0.0146121496137872,up,CD8 Naive,#8DC63F,5,3,gray60
t_cd8_naive,lenalidomide,dmso,up,NRF1_805,NRF1,0.736625871821158,0.901156044339705,1,0,0.0452,0.0510058847680307,73070,3727,0.0375722543352601,346,13,24,0.637939052607032,0.0548350289970198,up,CD8 Naive,#8DC63F,5,3,gray60
t_cd8_naive,lenalidomide,dmso,up,CEBPZ_806,CEBPZ,1.0827777435309,0.369743033498097,1,0,0.4321,0.0667305323662242,73070,4876,0.0722543352601156,346,25,24,0.789039867359928,-0.0161747658546211,dn,CD8 Naive,#8DC63F,5,3,gray60
t_cd8_naive,lenalidomide,dmso,up,NFYB_807,NFYB,1.06059145790612,0.409920841877005,1,0,0.3873,0.0681264540851239,73070,4978,0.0722543352601156,346,25,24,0.79724410490955,0.022119016904547,up,CD8 Naive,#8DC63F,5,3,gray60
t_cd8_naive,lenalidomide,dmso,up,FUBP1_809,FUBP1,0.999673392380401,0.523118404779689,1,0,0.2814,0.182140413302313,73070,13309,0.182080924855491,346,63,24,0.630078733321601,0.0734784377257881,up,CD8 Naive,#8DC63F,5,3,gray60
t_cd8_naive,lenalidomide,dmso,up,BPTF_812,BPTF,1.03117661669075,0.450297981288089,1,0,0.3465,0.098097714520323,73070,7168,0.101156069364162,346,35,24,0.963434484509848,-0.0310696545540863,dn,CD8 Naive,#8DC63F,5,3,gray60
t_cd8_naive,lenalidomide,dmso,up,PURA_813,PURA,1.08404220005526,0.167494287602644,1,0,0.776,0.2986040782811,73070,21819,0.323699421965318,346,112,24,0.892767012858026,-0.0148691322381893,dn,CD8 Naive,#8DC63F,5,3,gray60
t_cd8_naive,lenalidomide,dmso,up,TOPORS_814,TOPORS,0.950549638430981,0.650429155078801,1,0,0.1868,0.106418502805529,73070,7776,0.101156069364162,346,35,24,0.883546136412255,0.0252716946237983,up,CD8 Naive,#8DC63F,5,3,gray60
t_cd8_naive,lenalidomide,dmso,up,ZNF350_817,ZNF350,1.01822308191762,0.47951257408135,1,0,0.3192,0.105022581086629,73070,7674,0.106936416184971,346,37,24,0.952972057633185,-0.0037009723730585,dn,CD8 Naive,#8DC63F,5,3,gray60
t_cd8_naive,lenalidomide,dmso,up,HIVEP3_824,HIVEP3,1.78305446722616,5.10740150357195e-05,0.000459666135321475,3.33755749056068,4.2918,0.08104557273847,73070,5922,0.144508670520231,346,50,24,0.987351787114558,-0.0166694858886165,dn,CD8 Naive,#8DC63F,5,3,gray60
t_cd8_naive,lenalidomide,dmso,up,BCL11B_825,BCL11B,1.5866930208959,1.74702854076343e-08,1.57232568668709e-07,6.80345749056067,7.7577,0.224045435883399,73070,16371,0.355491329479769,346,123,24,0.000180374765193024,0.275776398292409,up,CD8 Naive,#8DC63F,5,3,orangered
t_cd8_naive,lenalidomide,dmso,up,FOXN3_829,FOXN3,0.657250524302547,0.983331609686743,1,0,0.0073,0.0835500205282606,73070,6105,0.0549132947976879,346,19,24,0.69885072205922,0.0861303726042826,up,CD8 Naive,#8DC63F,5,3,gray60
t_cd8_naive,lenalidomide,dmso,up,NR1D2_841,NR1D2,0.782166559623207,0.834641548277324,1,0,0.0785,0.0406459559326673,73070,2970,0.0317919075144509,346,11,24,0.677453278585704,0.0592208210500654,up,CD8 Naive,#8DC63F,5,3,gray60
t_cd8_naive,lenalidomide,dmso,up,NFE2L3_845,NFE2L3,1.04997499717401,0.460574617394735,1,0,0.3367,0.041289174763925,73070,3017,0.0433526011560694,346,15,24,0.990297985791746,-0.00635315401336484,dn,CD8 Naive,#8DC63F,5,3,gray60
t_cd8_naive,lenalidomide,dmso,up,KLF2_846,KLF2,0.884763361548189,0.859607112019482,1,0,0.0657,0.179663336526618,73070,13128,0.158959537572254,346,55,24,0.0972841861427908,-0.171836789278757,dn,CD8 Naive,#8DC63F,5,3,gray60
t_cd8_naive,lenalidomide,dmso,up,FOXN2_854,FOXN2,0.657250524302547,0.983331609686743,1,0,0.0073,0.0835500205282606,73070,6105,0.0549132947976879,346,19,24,0.968431609767291,0.00943136404501521,up,CD8 Naive,#8DC63F,5,3,gray60
t_cd8_naive,lenalidomide,dmso,up,PBX4_861,PBX4,0.698754040284413,0.934114255736479,1,0,0.0296,0.053770357191734,73070,3929,0.0375722543352601,346,13,24,0.379651001215185,-0.0646439647049392,dn,CD8 Naive,#8DC63F,5,3,gray60
